file,person_id,session,lighting,distance_cm,is_spoof,spoof_type,capture_date
images/s20260911d_018.png,viet,s20260911d,,,0,,2026-09-11T18:20:22
images/s20260911d_019.png,viet,s20260911d,,,0,,2026-09-11T18:20:29
images/s20260911d_020.png,viet,s20260911d,,,0,,2026-09-11T18:20:36
images/s20260911d_021.png,viet,s20260911d,,,0,,2026-09-11T18:20:42
images/s20260911d_022.png,viet,s20260911d,,,0,,2026-09-11T18:20:48
images/s20260911d_023.png,viet,s20260911d,,,0,,2026-09-11T18:20:55
images/s20260911d_024.png,viet,s20260911d,,,0,,2026-09-11T18:21:02
images/s20260911d_025.png,viet,s20260911d,,,0,,2026-09-11T18:21:08
images/s20260911d_026.png,viet,s20260911d,,,0,,2026-09-11T18:21:15
images/s20260911d_027.png,viet,s20260911d,,,0,,2026-09-11T18:21:20
images/s20260911d_028.png,viet,s20260911d,,,0,,2026-09-11T18:21:27
images/s20260911d_029.png,viet,s20260911d,,,0,,2026-09-11T18:21:34
images/s20260911d_030.png,viet,s20260911d,,,0,,2026-09-11T18:21:40
images/s20260911d_031.png,viet,s20260911d,,,0,,2026-09-11T18:21:47
images/s20260911d_032.png,viet,s20260911d,,,0,,2026-09-11T18:21:53
images/s20260911d_033.png,viet,s20260911d,,,0,,2026-09-11T18:21:59
images/s20260911d_034.png,viet,s20260911d,,,0,,2026-09-11T18:22:07
images/s20260911d_035.png,viet,s20260911d,,,0,,2026-09-11T18:22:13
images/s20260911d_036.png,viet,s20260911d,,,0,,2026-09-11T18:22:19
images/s20260911d_037.png,viet,s20260911d,,,0,,2026-09-11T18:22:25
images/s20260911d_038.png,viet,s20260911d,,,0,,2026-09-11T18:22:31
images/s20260911d_039.png,viet,s20260911d,,,0,,2026-09-11T18:22:39
images/s20260911d_040.png,viet,s20260911d,,,0,,2026-09-11T18:22:45
images/s20260911d_041.png,viet,s20260911d,,,0,,2026-09-11T18:22:51
images/s20260911d_042.png,viet,s20260911d,,,0,,2026-09-11T18:22:57
images/s20260911d_043.png,viet,s20260911d,,,0,,2026-09-11T18:23:03
images/s20260911d_044.png,viet,s20260911d,,,0,,2026-09-11T18:23:10
images/s20260911d_045.png,viet,s20260911d,,,0,,2026-09-11T18:23:17
images/s20260911d_046.png,viet,s20260911d,,,0,,2026-09-11T18:23:30
images/s20260911d_047.png,viet,s20260911d,,,0,,2026-09-11T18:23:35
images/s20260911d_048.png,viet,s20260911d,,,0,,2026-09-11T18:23:49
images/s20260911d_049.png,viet,s20260911d,,,0,,2026-09-11T18:23:55
images/s20260911d_050.png,viet,s20260911d,,,0,,2026-09-11T18:24:02
images/s20260911d_051.png,viet,s20260911d,,,0,,2026-09-11T18:24:08
images/s20260911d_052.png,viet,s20260911d,,,0,,2026-09-11T18:24:21
images/s20260911d_053.png,viet,s20260911d,,,0,,2026-09-11T18:24:29
images/toi1209_000.jpg,viet,toi1209,,,0,,2026-09-12T09:19:05
images/toi1209_001.jpg,viet,toi1209,,,0,,2026-09-12T09:27:07
images/toi1209_002.jpg,viet,toi1209,,,0,,2026-09-12T09:27:07
images/toi1209_003.jpg,viet,toi1209,,,0,,2026-09-12T09:27:08
images/toi1209_004.jpg,viet,toi1209,,,0,,2026-09-12T09:27:08
images/toi1209_005.jpg,viet,toi1209,,,0,,2026-09-12T09:27:09
images/toi1209_006.jpg,viet,toi1209,,,0,,2026-09-12T09:27:09
images/toi1209_007.jpg,viet,toi1209,,,0,,2026-09-12T09:27:09
